,Title,Comment_ID,Text,Name,like,Date
318,Pmvd4fCyp4c,UgxsWpbYjw3bC-BD3pV4AaABAg,👍👍👍😊😊😊,徐佩君,0,2021-12-25T14:58:44Z
319,Q2WQFv6N-UE,UgxsSBi1pVXBvv_S7jd4AaABAg,期待下一季~~!!每周調冶身心的時刻!,Skye Chen,1,2022-01-02T11:09:52Z
320,Q2WQFv6N-UE,UgwDmDJgfetWjtKGmdZ4AaABAg,怎麼辦<br>發現這系列好像比老男孩直播好笑,安傑洛,0,2022-01-02T06:18:31Z
321,Q2WQFv6N-UE,UgwmjJG-avgqd_U3Lqd4AaABAg,"<a href=""https://www.youtube.com/watch?v=Q2WQFv6N-UE&amp;t=6m47s"">6:47</a>超小聲的默契～<br><br>(康：感情也是…<br>only達：噗嗤…)<br><br>根本兩人世界～～愛死你們了！",Liu Jaunty S.,5,2021-12-28T07:17:03Z
322,Q2WQFv6N-UE,UgyJ5MBnuA2vRr_56uh4AaABAg,謝謝丹尼,不入留,0,2021-12-28T04:54:20Z
323,Q2WQFv6N-UE,Ugz7ZqNMJRqCVnNirAd4AaABAg,丹尼這集有進步耶!! 還是我慢慢變成聽這種笑話的了....,YC TZ,0,2021-12-27T21:08:12Z
324,Q2WQFv6N-UE,UgxQ3d4pbEtmEmzzPVB4AaABAg,阿姨一出來就開車 這樣很棒!,張泯壕,0,2021-12-27T17:51:12Z
325,Q2WQFv6N-UE,UgzB9YmdFvYz4nuMSSl4AaABAg,感謝讓我們參與！希望你們會有下一季ＸＤ,超認真少年Imserious,30,2021-12-27T11:56:34Z
326,Q2WQFv6N-UE,UgxOI4_glZ-DIKFUV5x4AaABAg,"<a href=""https://www.youtube.com/watch?v=Q2WQFv6N-UE&amp;t=27m57s"">27:57</a> 這答案超棒的耶  幫丹尼QQ",一點點原始,2,2021-12-26T17:52:41Z
327,Q2WQFv6N-UE,UgzjO-bA_AaTePlT73p4AaABAg,三秒膠跟工具組笑死XD,Han,0,2021-12-26T15:29:24Z
328,Q2WQFv6N-UE,Ugwnrm0jxFYARSEoDWJ4AaABAg,其實蓋大樓的天車~是用另一台更大在地面的吊車把天車拆除吊下來,Fred Wu,1,2021-12-26T13:13:45Z
329,Q2WQFv6N-UE,UgyGD8zXLaRW8jxeD214AaABAg,手被三秒膠黏著了，等到黏住的皮新成代謝掉就好了！,吳仲,0,2021-12-26T02:56:07Z
330,Q2WQFv6N-UE,UgzCuPt4Yi55p7FmCSh4AaABAg,最後康康超生氣怪阿達 超好笑 認真生氣那種😂,HHHHH,4,2021-12-25T18:04:07Z
331,Q2WQFv6N-UE,Ugw55aJV0knDyKfXS5Z4AaABAg,播的時候老K同學已經被退學了,MapleFoxS,1,2021-12-25T15:08:14Z
332,Q2WQFv6N-UE,UgxSemOr6VgF-Ba4D-x4AaABAg,"<a href=""https://www.youtube.com/watch?v=Q2WQFv6N-UE&amp;t=37m13s"">37:13</a> 懲罰好好看XDD<br>那個走心我可以看一輩子www",雙千,5,2021-12-25T14:39:59Z
333,Q2WQFv6N-UE,UgxTqjrxEm3JwAmCmbd4AaABAg,錄影的時候還在停學，播出的時候已經休學了QQ,高智商垃圾,1,2021-12-25T11:39:16Z
334,Q2WQFv6N-UE,UgwI4rskmsx7CCj2BpJ4AaABAg,這集硬解釋梗的樣子真的超好笑，超尷尬,Jeff Tsao,1,2021-12-25T11:01:09Z
335,Q2WQFv6N-UE,Ugw_8uA9cNdb3VJUamJ4AaABAg,"<a href=""https://www.youtube.com/watch?v=Q2WQFv6N-UE&amp;t=2m36s"">2:36</a> 康康說的應該是&quot;受身&quot;",Ben Huang,1,2021-12-25T10:16:17Z
336,Q2WQFv6N-UE,UgycpUq1J4acNZKXDoZ4AaABAg,"超認真少年不愧是30多萬訂閱的頻道<br>這集的互動很讚！<br>第三題在超認真少年那裡也有影片喔<br><a href=""https://www.youtube.com/watch?v=Q2WQFv6N-UE&amp;t=25m40s"">25:40</a> 這是吃藥的量杯吧",KaBOOM,8,2021-12-25T09:38:46Z
337,Q2WQFv6N-UE,Ugy9tydv-cS7RjqyI9F4AaABAg,是超認真少年！,移動岑寶,3,2021-12-25T07:07:10Z
338,Q2WQFv6N-UE,UgwviYaEwZyNeCztXdp4AaABAg,我要被影子兔子笑死,糕貝,1,2021-12-25T06:32:42Z
339,ABqm6Xpxrmc,UgxjiEnVNgalfZO28Dh4AaABAg,"▸▸給股票初學者的第一堂投資課<br><a href=""https://www.pressplay.cc/link/9ADD4A6A"">https://www.pressplay.cc/link/9ADD4A6A</a><br><br>▸▸主力大的線上課程｜找到主力找到獲利，散戶也能有的主力思維<br><a href=""https://www.pressplay.cc/link/59DA029D"">https://www.pressplay.cc/link/59DA029D</a><br><br>▸▸簡少年的線上課程｜面相方程式，算命有公式！解開你的桃花與財運！<br><a href=""https://www.pressplay.cc/link/B66A08AC"">https://www.pressplay.cc/link/B66A08AC</a>",PressPlay Academy,0,2021-11-30T07:56:20Z
340,ABqm6Xpxrmc,Ugzxe86tHizFD-bi39p4AaABAg,準诶!!!!!現在三月13 蠻準的,Syueru Lin,0,2022-03-13T10:57:46Z
341,ABqm6Xpxrmc,UgxCRxudmTW7N9_Xvnh4AaABAg,不知道簡少年會不會再去街坊做不負責面相學，最近王力宏的事情讓我對百人斬或者約炮的面相很好奇，不过可能路人也不願意透露就對了🤣,bryan gan,5,2021-12-19T04:50:59Z
342,ABqm6Xpxrmc,UgxyKFT_fbpGkMzMbi54AaABAg,哇嗚！ 又是一個上半年股市動盪、下半年股市穩定的測臉結果 (筆記),林俊宇,2,2021-12-18T16:18:05Z
343,QAbizv3JXzs,UgxzeKD0Gp90PcAMt2F4AaABAg,20227月再次回顧<br>聽到「我怕我一緊張就會尿在你身上」突然有點後怕<br>好像不只是挑釁這麼簡單ㄌ,弘玈,0,2022-07-02T19:26:33Z
344,QAbizv3JXzs,UgxGJRQykX21_44JUi54AaABAg,龍龍根本變喜劇圈過街老鼠,300MAAN-382,0,2022-01-07T14:23:23Z
345,QAbizv3JXzs,UgwVXVWwUkoufuEaPXp4AaABAg,節目形式有點像面白的感覺,張皓宜,0,2022-01-06T17:42:42Z
346,QAbizv3JXzs,UgzW-2bClR4lhYHSfuB4AaABAg,康康好屌！！<br>skr！！！！！！！,Booker廖,1,2022-01-05T23:57:40Z
347,QAbizv3JXzs,UgxL7xurhWQeiacGaex4AaABAg,不得不說 真的退化了…,TC Liu,0,2022-01-05T16:28:15Z
348,QAbizv3JXzs,UgzhEf-nnxgvc1t1o8B4AaABAg,有點普..,Zero,0,2022-01-05T16:27:35Z
349,QAbizv3JXzs,UgxLTyEjLO1FpQ20Ged4AaABAg,黃逸豪這個髮型看起來變瘦了 稱讚意味,林榮輝,0,2022-01-05T11:08:14Z
350,QAbizv3JXzs,Ugzjjw452H7_xZnaEX54AaABAg,康康真的蠻適合饒舌欸，真的有屌到~,無名,1,2022-01-04T16:11:32Z
351,QAbizv3JXzs,Ugyr1CeKST1QXBbJxEJ4AaABAg,原來逸豪變這麼瘦,詹weiwei,0,2022-01-04T14:13:43Z
352,QAbizv3JXzs,UgzYHpUF1vq1qLK2iNZ4AaABAg,求饒系Rapper蠻New School的耶. 笑爆~,k4kson,0,2022-01-04T06:29:35Z
353,QAbizv3JXzs,UgwaArxtrXE-28XXe4p4AaABAg,怎麼那麼像面白的操作～<br>但還是好笑的！康康有用心欸👍,昱升Eason,1,2022-01-03T11:13:27Z
354,QAbizv3JXzs,Ugwlc1nxM_KRglgflH14AaABAg,微笑丹尼根本沒準備 根他的脫口秀一樣,jim hung,0,2022-01-03T09:06:49Z
355,QAbizv3JXzs,UgwyXcFaKKJYsAdkBrN4AaABAg,"<a href=""https://www.youtube.com/watch?v=QAbizv3JXzs&amp;t=36m39s"">36:39</a><br>我會聯想到喜劇之王裡面收保護費那位耶",泰山Tarzan,1,2022-01-03T07:04:15Z
356,QAbizv3JXzs,Ugxv4LZMQCL7m88Ir9Z4AaABAg,康康超強耶~~<br>真的不考慮轉型出一張????,Rudolph168,0,2022-01-03T07:01:43Z
357,QAbizv3JXzs,UgyW_JM7ckl7_BmtOtN4AaABAg,康康真的挺厲害的！,零元起,1,2022-01-02T19:02:07Z
358,QAbizv3JXzs,UgxFSTS-bDhltP-rlk54AaABAg,Q毛萬才是吵架王,Lin Lun,0,2022-01-02T10:50:37Z
359,QAbizv3JXzs,Ugz_0LwOndgnc_85HOJ4AaABAg,1.5倍很不錯ㄟ,哈ㄇ蛙🍈,0,2022-01-02T10:45:56Z
360,QAbizv3JXzs,UgxH8rMG13d98bzGuGl4AaABAg,?????康康的程度也太強<br>請出嘻哈歌ＸＤ,白血病,2,2022-01-02T09:29:35Z
361,QAbizv3JXzs,UgwctEbGBtHmldPzP6p4AaABAg,康康的DISS很像阿姆欸<br>會不會太抬舉他,安傑洛,0,2022-01-02T06:15:05Z
362,QAbizv3JXzs,Ugz43OinsPTu0KJl2Zh4AaABAg,生氣的是茶米嗎,cos(θ)=cos(-θ),0,2022-01-01T23:00:29Z
363,IMZRUesTWWU,UgzM59rOjAHPmNiJ3414AaABAg,"▸▸給股票初學者的第一堂投資課<br><a href=""https://www.pressplay.cc/link/3E01569C"">https://www.pressplay.cc/link/3E01569C</a><br><br>▸▸阿信的線上課程｜給通勤族的飆股報告書<br><a href=""https://www.pressplay.cc/link/FD08F5A9"">https://www.pressplay.cc/link/FD08F5A9</a><br><br>▸▸簡少年的線上課程｜面相方程式，算命有公式！解開你的桃花與財運！<br><a href=""https://www.pressplay.cc/link/A8721B2F"">https://www.pressplay.cc/link/A8721B2F</a>",PressPlay Academy,0,2021-11-25T06:56:17Z
364,IMZRUesTWWU,UgyP7shz8s9Fm_4pqFp4AaABAg,給 簡少年老師  因為2025年要減碳排，2050年要零碳排，所以原來的汽車就會變成高污染車，要轉型成電動車，所以............。大家都在看電動車的生產商。,David Chen,0,2022-04-05T15:49:08Z
365,IMZRUesTWWU,UgxW6VdQ2s9zNTEC9oZ4AaABAg,金融业入行 大致2种 “阴错阳差”割了韭菜钱 跟“阴错阳差“当了拉皮条的中间客拿了天下掉下来的佣金 然后就进了金融行业,VINCƎNT X.,0,2022-03-27T02:10:03Z
366,IMZRUesTWWU,UgzByEoFbX73pZhuXJt4AaABAg,簡少年棒棒，阿信老師帥呦！<br>跟我國小時，畫的一模一樣！<br>（握握手！）,Sunny Chen,2,2022-01-03T09:27:33Z
367,IMZRUesTWWU,UgyN8uXddo4Z441Zw_B4AaABAg,和第1集的面相占卜結果一樣!!!,林俊宇,1,2021-12-12T06:54:02Z
368,IMZRUesTWWU,Ugyc3bLFbmcEnQzv2ed4AaABAg,耳朵 眉毛 鼻子说了好几遍还在问,Jenny,2,2021-12-11T16:22:01Z
369,e_qNiiBSSRY,UgwuRyteAZIdqiTpZld4AaABAg,"<a href=""https://www.youtube.com/watch?v=e_qNiiBSSRY&amp;t=30m35s"">30:35</a>真的會被達哥的那句Clean the toilet 笑到ㄎㄧˉ肖🤣",胡云溱,0,2022-03-28T14:36:19Z
370,e_qNiiBSSRY,Ugz7zJVx7Z35oJiRlap4AaABAg,希望可以找館長,安傑洛,0,2022-01-10T10:43:03Z
371,e_qNiiBSSRY,UgwFO8kUlBUtW0EqrUN4AaABAg,感覺講師的反應也很重要，胡醫師總是笑得很開心，讓整個節目也變得更有趣了。<br>再加上講到寵物大家都很有共鳴，整集真的讓人從頭笑到尾XDDD,Jinan Lee,1,2021-12-27T18:47:46Z
372,e_qNiiBSSRY,UgzftrJuJncf-0aNGlh4AaABAg,七分達www最高,和光,0,2021-12-22T02:33:10Z
373,e_qNiiBSSRY,UgzApqwJsb-6hqViF3Z4AaABAg,我分享給好多養貓咪的朋友，好容易連結,小育圈圈,0,2021-12-20T01:10:54Z
374,e_qNiiBSSRY,UgyvjaH50rxcmtdKmtF4AaABAg,最好笑的是處罰的部分!!!!,YC TZ,0,2021-12-17T22:32:38Z
375,e_qNiiBSSRY,UgyG2bGAIjpW03cYfYF4AaABAg,那個”哈”真的是有養貓的人才會想的到🤣,VivaKatze,0,2021-12-15T08:41:35Z
376,e_qNiiBSSRY,Ugw68zhI1KTtSHvMelt4AaABAg,大家都很愛演 🤣🤣,K C,0,2021-12-14T16:47:54Z
377,e_qNiiBSSRY,UgxhbsO_vurKL0tgHm54AaABAg,笑死康康到底在幹嘛XDD,Chris Pan,0,2021-12-14T05:58:55Z
378,e_qNiiBSSRY,Ugzq-HepArm4TYuaUSB4AaABAg,這集蠻棒的，老師也蠻可愛的。<br>有時候老師跟來賓的溫度差很地獄，也是會尷尬，志祺那集真的有點兇。<br>這集就氣氛就輕鬆有趣。,Daven Lin,4,2021-12-14T05:17:09Z
379,e_qNiiBSSRY,UgyeES8PvmlX3alRasN4AaABAg,黑板上為什麼要畫這麼多貓蛋蛋？,夜露死苦,1,2021-12-13T14:45:53Z
380,e_qNiiBSSRY,Ugz7OnTyulskvzzGiTl4AaABAg,只要懂貓，貓就會幫助你....(並不會,ㄇㄗ,0,2021-12-13T08:39:40Z
381,e_qNiiBSSRY,UgxqPPFaWZ37_FX7bYd4AaABAg,開場bgm怎麼沒有<br>YT勸世宗親會的  [喵電感應]🙄🤗,賴文彬,0,2021-12-13T00:03:52Z
382,e_qNiiBSSRY,UgxX0kNhVaE8rLnpVZ94AaABAg,為啥今天的黑板上有一堆蛋蛋==,程少杰,0,2021-12-12T17:29:32Z
383,e_qNiiBSSRY,UgzfHw3z0BAUQHJMGRV4AaABAg,瑞瑞的劇場都好好笑喔,Audrey Huang,1,2021-12-12T13:34:12Z
384,e_qNiiBSSRY,UgwJcuRdswC0szMKhnF4AaABAg,嗯.....我就問一句<br>請問黑板上那是滿滿的貓蛋蛋嗎??? XDDD,預言LA娓熊🍵,3,2021-12-12T07:18:16Z
385,e_qNiiBSSRY,UgzxXyOXXL0i79e24LR4AaABAg,這集的調整很棒前面十分鐘的問答很有趣，不會有硬要回答有趣答案的尷尬<br>另外，老師笑到快哭的樣子也很好笑,黃上軒,5,2021-12-11T11:11:36Z
386,e_qNiiBSSRY,UgwAv1RDtinJTOb2Y8B4AaABAg,為什麼黑板要畫一堆蛋蛋阿?,波樂熊,1,2021-12-11T08:02:43Z
387,e_qNiiBSSRY,UgyZB5I0EfWbw9i02RF4AaABAg,這一集好好笑～,taco,1,2021-12-11T07:36:27Z
388,e_qNiiBSSRY,UgzOk-NDxKwwce5cRrB4AaABAg,聽完怎覺得…<br>貓都雞巴人<br>養貓都是M,bbc99125,0,2021-12-11T06:41:17Z
389,qQpCFwmguFo,UgxyTtL-vgfmzte6WHt4AaABAg,"▸▸給股票初學者的第一堂投資課<br><a href=""https://www.pressplay.cc/link/FAD14323"">https://www.pressplay.cc/link/FAD14323</a><br><br>▸▸陳喬泓的線上課程｜投資真心話：帶你發掘成長潛力股<br><a href=""https://www.pressplay.cc/link/3EF2D28B"">https://www.pressplay.cc/link/3EF2D28B</a><br><br>▸▸簡少年的線上課程｜面相方程式，算命有公式！解開你的桃花與財運！<br><a href=""https://www.pressplay.cc/link/609563AD"">https://www.pressplay.cc/link/609563AD</a>",PressPlay Academy,2,2021-11-24T04:32:41Z
390,qQpCFwmguFo,UgysRSxh7VpT5JG12Dx4AaABAg,自畫像好好看欸 會想收藏的那種~,Maylee Lin,0,2022-02-28T03:26:39Z
391,qQpCFwmguFo,Ugzr-Mr_Fq2MDHPChyp4AaABAg,少年像头顶一团棉花糖,Martha Co,3,2021-12-11T12:48:57Z
392,qQpCFwmguFo,UgyUnrnfZZWmvvQqc2N4AaABAg,蠻有趣的組合~ 曾經也去聽過喬泓的分享課，本人非常高挑阿~~~~,Chuck Hsueh,2,2021-12-06T10:10:08Z
393,qQpCFwmguFo,Ugy2dOwSYDFegL4u2Ul4AaABAg,沒想到真的是股市主題！ 喬泓老師的圖沒有耳朵，也代表對市場有很大的不安全感,林俊宇,5,2021-12-04T13:42:14Z
394,i2elxftrKQE,Ugx8FGpY5T987CTecqx4AaABAg,"<a href=""https://www.youtube.com/watch?v=i2elxftrKQE&amp;t=17m50s"">17:50</a> 很值得重複看<br>好可愛的達~",Anny 妮,1,2021-12-20T16:28:49Z
395,i2elxftrKQE,UgwKMAgYZYfzAeYnTrh4AaABAg,登山包裡不可或缺的東西是:多功能的瑞士刀我是一定會帶上的,Yoyo Liu,2,2021-12-15T18:57:14Z
396,i2elxftrKQE,UgxFMLpMoQmvTHr2WqJ4AaABAg,如果輸的是丹尼，是不是就要背阿達或加恩小碎步了,Liu Fang K.,0,2021-12-09T15:16:54Z
397,i2elxftrKQE,UgxKaurtH0l8G0c0NzN4AaABAg,Wilson<br>笑炸,LANHSINXzhiXyu,0,2021-12-09T09:29:12Z
398,i2elxftrKQE,UgxEQ3A7BoQHfP2MZ094AaABAg,好愛頑劣喔（尖叫,LANHSINXzhiXyu,0,2021-12-09T09:08:29Z
399,i2elxftrKQE,UgwXGwgqgy8MSdeZe7l4AaABAg,岑❤️,LANHSINXzhiXyu,0,2021-12-09T09:07:42Z
400,i2elxftrKQE,UgzRZd84PUfGnqS2Eh14AaABAg,達康不是講漫才的嗎==<br><br>詹喬愉Google是台灣第二位登上聖母峰的女性，本來很期待聽到專業知識結果太融入達康都在講幹話,講中文,0,2021-12-09T02:38:54Z
401,i2elxftrKQE,Ugw2cOnR4Lni6QEMIjF4AaABAg,難得講台上的來賓很香,DURAL J6,0,2021-12-08T05:39:18Z
402,i2elxftrKQE,Ugz0qegC5baEQzNb7dd4AaABAg,餓一個月都死不了 老師幽默,NCIS,0,2021-12-08T01:38:32Z
403,i2elxftrKQE,Ugz6b9VSFHGYWStZYpN4AaABAg,看阿達被老師嘴，我笑到狂拍大腿結果不小心拍到蛋蛋好痛==,程少杰,0,2021-12-06T06:17:10Z
404,i2elxftrKQE,UgyAlok6TndaXkWUZ7p4AaABAg,怡岑好好笑😆 但是老師一直舉叉 一直找點吐槽 😒,HHHHH,1,2021-12-06T06:02:39Z
405,i2elxftrKQE,UgyAbj3P6tiKiG2ecWR4AaABAg,阿姨小碎步也太可愛<br>羨慕怡岑~,黃義,0,2021-12-05T06:14:51Z
406,i2elxftrKQE,UgxtSZeroqvjv46g-8x4AaABAg,當阿達被攻擊很多次，我的腦袋裡突然有個畫面<br>章魚哥：「你今天很嗆是嗎」<br>還有可惜了wilson的答案，感覺阿康跟阿達會延伸很多東西<br>最後那個在家爬山是受身嗎？,LIUvan,1,2021-12-04T16:32:23Z
407,i2elxftrKQE,UgzIvlmC_1FEPUxXyw54AaABAg,避免登山時迷路：帶個地球儀就可以了👍,黃偉荏,0,2021-12-04T15:01:44Z
408,i2elxftrKQE,UgxtTqbZhlx0mDef2eZ4AaABAg,這個懲罰如果是丹尼的話就變成獎勵了吧,缺鈣的骨頭,0,2021-12-04T11:36:10Z
409,i2elxftrKQE,Ugzz6jFRBMqBZyC4JKl4AaABAg,怎麼康康贏的時候，獎品都好慘，哈哈哈哈哈哈哈哈,孫開明,0,2021-12-04T11:08:22Z
410,i2elxftrKQE,UgwrcbsYKpKfDWUfKWx4AaABAg,看前面一直覺得老師親切常常給過<br>人美心善這樣<br>直到那句「我說的是實話」笑死🤣<br>怡忱真可愛🤣<br>話說那個懲罰我可以（欸,Boy Liu,0,2021-12-04T08:18:23Z
411,i2elxftrKQE,UgyIljvyjYEx_qUIiA14AaABAg,被登山耽誤的戲劇演員啊！,林鈺翔,0,2021-12-04T06:55:36Z
412,i2elxftrKQE,Ugx83HplNeV0WL_FF4l4AaABAg,老師好正！,原小雞,0,2021-12-04T05:55:56Z
413,i2elxftrKQE,UgypW-351myV67LubsN4AaABAg,屁股聖杯有笑😂,bbc99125,0,2021-12-04T05:44:05Z
414,HLPi9dkk3Fs,UgwIRe3Z2ZmLdS5FYSV4AaABAg,台北車站演變<br>台北府停車場或大稻埕停車場（清光緒年間）》台北停車場、後站叫裏台北驛（日治）》台北驛（日治）》台北車站（現代）,TaiwanKao,0,2021-12-19T00:50:16Z
415,HLPi9dkk3Fs,Ugwb8A6ap5i6_5A169N4AaABAg,"<a href=""https://www.youtube.com/watch?v=HLPi9dkk3Fs&amp;t=25m30s"">25:30</a> 真。我還沒上車啊",Axian,0,2021-12-11T18:47:13Z
416,HLPi9dkk3Fs,Ugy0XDn3-m3S7FcncM14AaABAg,延伸都好好笑，感覺頑劣中學生做直播特別節目會不會很讚,Yoyo Liu,0,2021-12-04T17:49:53Z
417,HLPi9dkk3Fs,UgxdxrtyamMepepRllF4AaABAg,七七有夠狠的 連最後小獎勵也舉X,kingheros,0,2021-11-29T11:02:49Z
418,HLPi9dkk3Fs,UgxbpfrjEf-XkWLaDL14AaABAg,水鬼～～～～～～,移動岑寶,1,2021-11-29T02:36:12Z
419,HLPi9dkk3Fs,UgxW3w1obTdrOR1mQHh4AaABAg,恭喜反社會大魔王康康,將心獨韻,0,2021-11-28T11:43:24Z
420,HLPi9dkk3Fs,UgyeHFoaWH0vvk-EtlZ4AaABAg,我小時候也有被丟包在百貨公司和誠品耶,吳仲,0,2021-11-28T07:34:05Z
421,HLPi9dkk3Fs,Ugz8p4aTWcWNKTjnpIR4AaABAg,個人私心想看節目組邀請 潮間帶 問一些女性向AV相關的問題（黃標警告😂,Loner Xie,1,2021-11-28T05:34:36Z
422,HLPi9dkk3Fs,UgwsUmTs4nTVxNfx5t14AaABAg,志祺是不是復胖了？,土人,0,2021-11-28T04:50:51Z
423,HLPi9dkk3Fs,Ugw6HYe4Zf8OgcE60cN4AaABAg,本集最好笑應該是開頭丹尼問怎麼百萬訂閱吧，有夠白目笑死，從一開始就得罪老師了，還想拿圈圈啊,Chris Pan,2,2021-11-28T04:41:16Z
424,HLPi9dkk3Fs,Ugwu4NUK8lLPR1LNQXN4AaABAg,福利社阿姨真的超可愛^^,獅之心,0,2021-11-27T19:07:12Z
425,HLPi9dkk3Fs,UgwxtrPnkPhRXKzynWJ4AaABAg,懶人包..就是懶人包😂<br>福利社阿姨太可愛了😳,akuma zigoku,1,2021-11-27T18:25:43Z
426,HLPi9dkk3Fs,UgzAkl6En18s5ZouIn94AaABAg,為什麼我覺得這集剪輯很不順暢? 還有字幕是不是越來越敷衍了?,ㄇㄗ,1,2021-11-27T09:14:08Z
427,HLPi9dkk3Fs,UgzXISYb3on8NBJlmhd4AaABAg,支持曹哈利加入王蟲蟲友會！,黃痞皮,10,2021-11-27T07:11:26Z
428,HLPi9dkk3Fs,Ugy1MGzuPviFbA2ihuB4AaABAg,開八指那段讓我笑得像智障XD<br><br>然後康康的童年也太可憐了<br>一直被爸媽遺忘QAQ<br>但又很好笑XD,Rou,18,2021-11-27T03:55:03Z
429,HLPi9dkk3Fs,Ugxjk0Vvs_lDjGBpwLh4AaABAg,tag阿達的鏡頭跟全景的鏡頭色溫好像還是不太一樣內(･ัω･ั),成大魏如萱,0,2021-11-27T03:20:29Z
430,HLPi9dkk3Fs,UgzSghiGnOv-IUH0wnd4AaABAg,康康唱的是“最後的溫柔”吧………暴露年代,Loner Xie,1,2021-11-27T02:45:35Z
431,HLPi9dkk3Fs,Ugw5rQdg0HNunS82Zrp4AaABAg,北車醬很可愛欸笑翻,digitiminimi C.,3,2021-11-27T02:06:05Z
432,HLPi9dkk3Fs,Ugw1Xsgf3E8IYibBuUN4AaABAg,我還以為七七是學生（咦？、拜託七七和製作人當學生！,張凱翔,0,2021-11-27T01:58:11Z
433,HLPi9dkk3Fs,UgzIZpUdtcXR8crRS2F4AaABAg,幾時找館長？,freensign,0,2021-11-27T01:39:35Z
434,Lu9HiyFjfy0,UgxQFJMGhAq0Tg2N6e94AaABAg,蒼藍🈹️最高,Javier Tsao,0,2021-11-16T17:12:26Z
435,Lu9HiyFjfy0,UgxVKUnSU_13eutFVOZ4AaABAg,不愧是滄藍教主 XDDD,peteru4z06,4,2021-11-16T12:50:21Z
436,Lu9HiyFjfy0,UgzNOZ8u8ACwJyKctnJ4AaABAg,你們要失業了，醫生竟然比泥們好笑 （x,陳寶妮,5,2021-11-16T12:46:28Z
437,fo_5Jsobd6U,Ugz-_CnyHtACSRdvVCd4AaABAg,早餐店有合約壓力，阿姨都在拚KPI (x,CyanCCC,0,2021-12-04T17:07:32Z
438,fo_5Jsobd6U,Ugy8F6cSLoMZGtGT0Vh4AaABAg,我覺得普拿滿好笑的😂<br>看完剛好就是普拿疼的廣告～,Hui-Chung Hsiao,1,2021-11-21T09:32:02Z
439,fo_5Jsobd6U,UgzkAKBz42VxbLXzU1V4AaABAg,原版第二题差不多被剪光了<br>就等这一片看是不是都跑到这里来了,BEN xinghai,1,2021-11-17T00:34:37Z
440,fo_5Jsobd6U,Ugwmc7iStBAcy-3bh4B4AaABAg,本來就覺得丹尼的微積積分很瞎~<br>殊不知還要老師來救場就算了~<br>最後還被製作人吐槽~笑爆XD,迷路,0,2021-11-16T10:22:59Z
441,fo_5Jsobd6U,Ugz3opxYF5Y_930dJ4h4AaABAg,"<a href=""https://www.youtube.com/watch?v=fo_5Jsobd6U&amp;t=1m23s"">1:23</a> 請問以下何者行為不當?<br>A. ∫ sinθ dθ, from 0 to ∞<br>B. ∫ sinθ dθ, from 0 to π<br>C. ∫ sinθ dθ, from 0 to 2<br>D. ∫ sinθ dθ, from 1 to 2<br><br>是A，因為A不收斂。",做行政的那個單男,9,2021-11-16T08:52:47Z
442,fo_5Jsobd6U,UgxRhXMIPeBQf0jI62N4AaABAg,之前學微積分時，老師有講過一個笑話<br>有一天X平方打電話給Y<br>Y：喂?喂?<br>然後X平方就消失了,Z.M. Chen,8,2021-11-16T05:20:33Z
443,fo_5Jsobd6U,UgzyS7ANgwuaFbmhBVx4AaABAg,對乙醯胺基酚 笑了 😂 鴿太強,wu chi,2,2021-11-15T15:52:35Z
444,fo_5Jsobd6U,UgzMKSDarz5tDOnbwNR4AaABAg,對乙醯胺基酚真的會心一笑啊,digitiminimi C.,4,2021-11-15T15:21:34Z
445,fo_5Jsobd6U,UgyubxFnOlOAMXINpj94AaABAg,"<a href=""https://www.youtube.com/watch?v=fo_5Jsobd6U&amp;t=2m21s"">2:21</a> 不愧是醫學系，這笑話真得很理組",peteru4z06,10,2021-11-15T15:07:32Z
446,fo_5Jsobd6U,UgxKYUWn7GRd8OD2BgR4AaABAg,對乙醯氨基酚<br>沒想到蒼藍鴿居然要用這種笑話救場XD,kingheros,14,2021-11-15T13:31:10Z
447,ikwSB3ny2xU,Ugy-kzxO-QGX4O8428p4AaABAg,防中暑居然沒有人說在家吹冷氣( ﾟдﾟ),琳比 Irine,0,2021-11-26T04:17:12Z
448,ikwSB3ny2xU,Ugww8jb4rmlvPMtYIsZ4AaABAg,第二題幾乎都被剪掉了,Yoyo Liu,0,2021-11-25T20:18:13Z
449,ikwSB3ny2xU,Ugy0WztEcoOHDPTyhlt4AaABAg,鴿直接不演了 果然男人聚在一起就放得很開XD,HJ chaNo,2,2021-11-23T23:47:31Z
450,ikwSB3ny2xU,Ugy7XP_yqbbc6OaWLdJ4AaABAg,太好笑了這集~ 最後的護士阿姨好棒~,老馮,0,2021-11-22T02:44:04Z
451,ikwSB3ny2xU,UgzmDW-WBe2oCeKH42l4AaABAg,諧教徒朝拜www,水羽【みずういか】,1,2021-11-19T08:46:56Z
452,ikwSB3ny2xU,UgzUgyBr1WVKWy5M8dd4AaABAg,果然影片都要看到最後,楊凱文,1,2021-11-19T01:51:53Z
453,ikwSB3ny2xU,UgxahGQfbKnoOBruTFt4AaABAg,那個苦中作樂還以為是苦茶+可樂,蔡魚魚,1,2021-11-18T07:08:06Z
